node_name,ipmi_system_power_watts
0ad2c0c4,2662
2dbc131e,0
341872a6,0
41721e4b,2027
5180b174,0
5333662e,0
5ede733f,3851
6fdf4d0d,0
8674a4f2,0
8ccd7b3c,0
8d5a6c7e,7575
a2ffa1e3,3947
b9c737a2,0
bce59923,0
bd55f82d,1740
c658b44f,0
e5886d85,0
eb5d8f42,2540
f006f6ea,0
f301a5e3,48
