vm_id,user_id,project_id,image_ref,vcpus,memory_mb,root_gb,ephemeral_gb
d6e295ae,7f7c4759,50c87cc4,74779b4a,4.0,11000.0,20.0,0.0
0c20a1d5,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
0d8d4424,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
e43b0a1e,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
b74d40fb,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
081a6c62,0fb4c56f,43d3e415,5267158f,96.0,190000.0,30.0,350.0
86d4e30d,8984204a,0cbb333b,ff7564db,8.0,23000.0,30.0,0.0
4769513d,8984204a,7fdd1b8b,ff7564db,8.0,23000.0,30.0,0.0
b8a57be8,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
6ea52461,167938a6,6b583f77,64798999,8.0,23000.0,30.0,0.0
ec324710,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
dfebe003,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
ea34e3b8,167938a6,f09054da,4a4f3b6f,4.0,11000.0,20.0,0.0
8bdb3777,167938a6,f09054da,e6bb8c9f,4.0,11000.0,20.0,0.0
e1e15d45,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
20b4d639,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
cd423139,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
97167637,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
c8977739,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
c48a44a4,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
df398a35,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
3f9975b7,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
468fce06,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
57b2400a,1f803fc2,7d4a4a5a,e2e7ee45,1.0,2000.0,10.0,0.0
e3c4aae2,0fb4c56f,43d3e415,5267158f,48.0,94000.0,30.0,270.0
c34abd7c,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
bf945a93,a16f591f,f09054da,ebdd1c8c,2.0,5000.0,10.0,0.0
08500f03,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
c4275bb3,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
0fb2a297,0fb4c56f,43d3e415,5267158f,48.0,94000.0,30.0,270.0
c453d31c,0fb4c56f,43d3e415,5267158f,48.0,94000.0,30.0,270.0
656c7df4,0fb4c56f,43d3e415,5267158f,48.0,94000.0,30.0,270.0
1e2ab024,0fb4c56f,43d3e415,5267158f,48.0,94000.0,30.0,270.0
6283762a,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
6e055ebf,a878bb6a,995e7afb,4a4f3b6f,8.0,23000.0,30.0,0.0
5cac3077,0fb4c56f,43d3e415,606e02b1,48.0,94000.0,30.0,270.0
eee1c607,0fb4c56f,43d3e415,606e02b1,48.0,94000.0,30.0,270.0
77e1ea17,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
6b9ed740,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
7202be74,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
195d7c68,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
00715a2b,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
104d52ad,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
8700ab74,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
525a763f,0fb4c56f,43d3e415,19e1a89e,48.0,94000.0,30.0,270.0
d050c9b7,0fb4c56f,43d3e415,5267158f,96.0,190000.0,30.0,350.0
0bbc3885,0fb4c56f,43d3e415,5267158f,96.0,190000.0,30.0,350.0
ac8fa555,0fb4c56f,43d3e415,5267158f,96.0,190000.0,30.0,350.0
18f4396d,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
c937a86a,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
7aa46d75,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
ea53b4ab,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
328e8d5b,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
b1c62453,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
2b99a813,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
3fe110b1,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
d5989b22,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
794a26b5,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
8feab296,0fb4c56f,43d3e415,19e1a89e,96.0,190000.0,30.0,350.0
9d66baf0,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
e30a4fd0,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
8dc71ca7,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
f5a4bd76,167938a6,f09054da,e6bb8c9f,8.0,23000.0,30.0,0.0
7b99a568,167938a6,f09054da,e6bb8c9f,8.0,23000.0,30.0,0.0
bc6a5d93,167938a6,f09054da,ebdd1c8c,8.0,23000.0,30.0,0.0
baecba91,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
1fa13d91,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
35163bde,a16f591f,f09054da,ebdd1c8c,2.0,5000.0,10.0,0.0
e2efd8c3,a16f591f,f09054da,e6bb8c9f,2.0,5000.0,10.0,0.0
ec2531a9,a16f591f,f09054da,e5607711,1.0,2000.0,10.0,0.0
014f3434,a16f591f,f09054da,78517212,1.0,2000.0,10.0,0.0
21a081d3,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
8269929d,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
9df97fd5,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
27324815,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
1fe8fcc0,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
0f9b0626,1a324c91,906147a9,78517212,2.0,5000.0,10.0,0.0
c027a623,a16f591f,a9366595,78517212,4.0,11000.0,20.0,0.0
a86605a5,a16f591f,a9366595,78517212,2.0,5000.0,10.0,0.0
9253d139,a16f591f,f09054da,78517212,2.0,5000.0,10.0,0.0
eaeebd44,a16f591f,f09054da,78517212,2.0,5000.0,10.0,0.0
0acad6c3,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
5ac64853,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
83b1b948,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
50eeff65,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
5df80d0d,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
7d2d6951,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
819201f6,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
1fc13269,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
b26564c4,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
dea2045d,0fb4c56f,43d3e415,4e93007a,48.0,94000.0,30.0,270.0
49f5d005,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
04be37e3,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
1ef57b80,0fb4c56f,43d3e415,4e93007a,96.0,190000.0,30.0,350.0
0b2261c9,1f803fc2,7d4a4a5a,8236d8c3,2.0,5000.0,10.0,0.0
21f280a0,0fb4c56f,43d3e415,4e93007a,96.0,190000.0,30.0,350.0
371cbbd3,0fb4c56f,43d3e415,4e93007a,96.0,190000.0,30.0,350.0
d961c268,0fb4c56f,43d3e415,4e93007a,96.0,190000.0,30.0,350.0
efb53d6c,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
0d2e73ec,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
7ee232fa,0fb4c56f,43d3e415,4e93007a,96.0,190000.0,30.0,350.0
eacecc23,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
8a756cee,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
dac62d5a,1f803fc2,7d4a4a5a,708b21b5,2.0,5000.0,10.0,0.0
219e3906,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
8b478590,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
6007ec08,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
43767bac,f098d7fe,c5e1c75e,78517212,4.0,11000.0,20.0,0.0
ce4f9d13,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
91bd6bf0,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
ce40493c,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
9e40a0c7,0fb4c56f,43d3e415,8d324fd3,48.0,94000.0,30.0,270.0
72e26bab,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
57cd0efc,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
28a47b8e,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
a37a7d17,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
9e780cb9,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
4934d04c,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
3e4a0878,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
3190c715,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
981f3d69,756b77ce,a9366595,ed9508a2,16.0,46000.0,40.0,0.0
63b39513,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
45b99f62,39786247,7d4a4a5a,ff7564db,64.0,130000.0,200.0,0.0
037caaa6,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
f7e9f7ca,a16f591f,7d4a4a5a,78517212,2.0,5000.0,10.0,0.0
a3cc02af,a16f591f,7d4a4a5a,ff7564db,2.0,5000.0,10.0,0.0
74cc34d2,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
3035fa75,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
f56efd86,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
b9758680,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
e90d6187,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
84006040,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
279b4902,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
7b4142e1,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
d93f8575,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
e8ffb8bf,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
39ed3071,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
1e774772,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
9fe8946f,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
7ddf3798,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
93f96f17,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
67e70477,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
f6273757,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
a283eea6,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
0a27c7e4,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
5c1224d9,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
5c1d72cb,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
8a567385,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
7704ab65,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
0ae7264d,756b77ce,a9366595,ed9508a2,8.0,15000.0,30.0,30.0
6cc7210f,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
aa6c6f73,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
947198d3,39786247,64d79e90,78517212,4.0,11000.0,20.0,0.0
a83f54e2,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
fec6d74b,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
f9b94e56,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
55463d78,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
961e491e,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
9c94da3d,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
82d81c88,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
94a27c6c,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
ae689b60,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
5c5fea6d,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
c40458de,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
95ab7b28,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
7066a03d,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
de19dc02,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
5ef9b505,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
962d41d6,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
bf826235,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
7a8924d0,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
826dd109,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
27ba0c78,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
a90b80ff,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
a0ae2cbc,7f7c4759,43d3e415,37f08a62,128.0,370000.0,300.0,0.0
6ff2137e,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
9b360d03,7190ddfa,906147a9,ea4ccc2c,4.0,11000.0,20.0,0.0
eb4f4e78,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
76c60cd9,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
3c64c4b2,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
0551a1d2,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
ff91af36,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
4d2ba5e0,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
15dcde19,0fb4c56f,43d3e415,8d324fd3,96.0,190000.0,30.0,350.0
