,cluster,node_name,cpu_cat,eff_class,count,node_count,percentage
61,0,1d247e53,low,slightly inefficient,32445,278873,11.634328170887825
62,0,1d247e53,medium,slightly inefficient,17843,278873,6.398252968196994
63,0,1e64c783,low,slightly inefficient,1354,30806,4.395247679023567
64,0,1e64c783,medium,slightly inefficient,29452,30806,95.60475232097644
65,0,22655375,idle, extremely inefficient,10199,10271,99.2989971765164
66,0,22655375,idle,inefficient,72,10271,0.7010028234835946
67,0,25fe225b,idle, extremely inefficient,308898,358560,86.1495983935743
68,0,25fe225b,idle,inefficient,44370,358560,12.374497991967871
69,0,25fe225b,idle,slightly inefficient,5292,358560,1.4759036144578312
70,0,28e8b849,idle, extremely inefficient,39779,39838,99.85190019579296
71,0,28e8b849,idle,inefficient,35,39838,0.08785581605502284
72,0,28e8b849,idle,slightly inefficient,24,39838,0.06024398815201566
73,0,2eea5215,extreme,efficient,3942,55841,7.059329166741284
74,0,2eea5215,high,efficient,4283,55841,7.669991583245286
75,0,2eea5215,idle, extremely inefficient,45517,55841,81.51179241059437
76,0,2eea5215,idle,inefficient,161,55841,0.28831861893590727
77,0,2eea5215,idle,slightly inefficient,134,55841,0.23996704930069304
78,0,2eea5215,low,slightly inefficient,335,55841,0.5999176232517326
79,0,2eea5215,medium,efficient,118,55841,0.21131426729464015
80,0,2eea5215,medium,slightly inefficient,329,55841,0.5891728299994627
81,0,2eea5215,very_high,efficient,1022,55841,1.830196450636629
82,0,2fded806,idle, extremely inefficient,107747,307650,35.022590606208354
83,0,2fded806,idle,inefficient,199569,307650,64.8688444661141
84,0,2fded806,idle,slightly inefficient,334,307650,0.10856492767755566
85,0,366801,idle, extremely inefficient,10185,10207,99.78446164396982
86,0,366801,idle,inefficient,22,10207,0.21553835603017538
87,0,391ea34d,idle, extremely inefficient,266394,375610,70.92303186816112
88,0,391ea34d,idle,inefficient,108650,375610,28.926279918000052
89,0,391ea34d,idle,slightly inefficient,558,375610,0.1485583450919837
90,0,391ea34d,low,slightly inefficient,8,375610,0.002129868746838476
91,0,3d7960e7,idle, extremely inefficient,147392,278866,52.85405893870174
92,0,3d7960e7,idle,inefficient,131474,278866,47.14594106129826
93,0,417242bc,idle, extremely inefficient,39911,39970,99.85238929196898
94,0,417242bc,idle,inefficient,59,39970,0.14761070803102325
95,0,43e593b3,idle, extremely inefficient,110530,311464,35.487247322322965
96,0,43e593b3,idle,inefficient,8043,311464,2.582320910281766
97,0,43e593b3,idle,slightly inefficient,155339,311464,49.873821693678885
98,0,43e593b3,low,slightly inefficient,13405,311464,4.303868183802943
99,0,43e593b3,medium,slightly inefficient,24147,311464,7.752741889913441
100,0,46de937b,high, extremely inefficient,123,42072,0.29235596120935536
101,0,46de937b,high,efficient,46,42072,0.10933637573683211
102,0,46de937b,idle, extremely inefficient,39096,42072,92.92641186537365
103,0,46de937b,idle,inefficient,1226,42072,2.9140521011599163
104,0,46de937b,idle,slightly inefficient,191,42072,0.45398364708119415
105,0,46de937b,low,slightly inefficient,1032,42072,2.452937820878494
106,0,46de937b,medium,efficient,121,42072,0.2876022057425366
107,0,46de937b,medium,slightly inefficient,236,42072,0.5609431450846168
108,0,46de937b,very_high, extremely inefficient,1,42072,0.0023768777334093934
109,0,4786760b,extreme,efficient,1082,39842,2.715727122132423
110,0,4786760b,high,efficient,169,39842,0.4241754931981327
111,0,4786760b,idle, extremely inefficient,33379,39842,83.7784247778726
112,0,4786760b,idle,inefficient,95,39842,0.23844184528889115
113,0,4786760b,idle,slightly inefficient,5,39842,0.01254957080467848
114,0,4786760b,low,slightly inefficient,2028,39842,5.090105918377592
115,0,4786760b,medium,efficient,1568,39842,3.935545404347171
116,0,4786760b,medium,slightly inefficient,1410,39842,3.5389789669193314
117,0,4786760b,very_high,efficient,106,39842,0.2660509010591838
118,0,497660f4,extreme,efficient,12256,55841,21.94803101663652
119,0,497660f4,high, extremely inefficient,28,55841,0.050142368510592575
120,0,497660f4,high,efficient,4984,55841,8.925341594885479
121,0,497660f4,idle, extremely inefficient,27696,55841,49.59796565247757
122,0,497660f4,idle,inefficient,275,55841,0.4924696907290342
123,0,497660f4,idle,slightly inefficient,202,55841,0.36174137282641783
124,0,497660f4,low,slightly inefficient,5553,55841,9.944306154975735
125,0,497660f4,medium, extremely inefficient,79,55841,0.1414731111548862
126,0,497660f4,medium,efficient,389,55841,0.6966207625221612
127,0,497660f4,medium,slightly inefficient,2029,55841,3.6335309181425837
128,0,497660f4,very_high,efficient,2350,55841,4.208377357139019
129,0,49964896,idle,slightly inefficient,1719,1719,100.0
130,0,51244a6f,idle, extremely inefficient,116682,119505,97.63775574243756
131,0,51244a6f,idle,inefficient,2817,119505,2.357223547131919
132,0,51244a6f,idle,slightly inefficient,6,119505,0.00502071043052592
133,0,5433c3e6,extreme,efficient,4314,12390,34.818401937046005
134,0,5433c3e6,high,efficient,3058,12390,24.681194511702987
135,0,5433c3e6,low,slightly inefficient,5,12390,0.04035512510088781
136,0,5433c3e6,medium,efficient,286,12390,2.3083131557707826
137,0,5433c3e6,medium,slightly inefficient,1941,12390,15.66585956416465
138,0,5433c3e6,very_high,efficient,2786,12390,22.48587570621469
139,0,54c3811d,extreme,efficient,703,54940,1.2795777211503458
140,0,54c3811d,high, extremely inefficient,84,54940,0.15289406625409538
141,0,54c3811d,high,efficient,421,54940,0.7662904987258827
142,0,54c3811d,idle, extremely inefficient,49890,54940,90.80815435020023
143,0,54c3811d,idle,inefficient,341,54940,0.620677102293411
144,0,54c3811d,idle,slightly inefficient,141,54940,0.25664361121223156
145,0,54c3811d,low, extremely inefficient,6,54940,0.010921004732435385
146,0,54c3811d,low,slightly inefficient,2572,54940,4.681470695303968
147,0,54c3811d,medium, extremely inefficient,86,54940,0.15653440116490716
148,0,54c3811d,medium,efficient,350,54940,0.637058609392064
149,0,54c3811d,medium,slightly inefficient,112,54940,0.2038587550054605
150,0,54c3811d,very_high, extremely inefficient,13,54940,0.023662176920276664
151,0,54c3811d,very_high,efficient,221,54940,0.40225700764470335
152,0,58512373,idle, extremely inefficient,10725,11349,94.50171821305841
153,0,58512373,idle,inefficient,612,11349,5.392545598731166
154,0,58512373,idle,slightly inefficient,12,11349,0.10573618821041501
155,0,5d7db037,idle, extremely inefficient,268483,270673,99.19090563151848
156,0,5d7db037,idle,inefficient,2190,270673,0.8090943684815256
157,0,5e87c22e,idle, extremely inefficient,277480,278831,99.51547711696332
158,0,5e87c22e,idle,inefficient,1351,278831,0.4845228830366781
159,0,6a1acc69,idle, extremely inefficient,258453,263118,98.22703121793263
160,0,6a1acc69,idle,inefficient,2481,263118,0.9429229471187832
161,0,6a1acc69,idle,slightly inefficient,1896,263118,0.7205892413289855
162,0,6a1acc69,low,slightly inefficient,288,263118,0.10945659361959273
163,0,6bb5c698,idle, extremely inefficient,179055,199190,89.89156082132638
164,0,6bb5c698,idle,inefficient,18210,199190,9.142025202068377
165,0,6bb5c698,idle,slightly inefficient,415,199190,0.20834379235905418
166,0,6bb5c698,low,slightly inefficient,1510,199190,0.7580701842461971
167,0,6d834fb8,high,efficient,294,31386,0.936723379850889
168,0,6d834fb8,idle, extremely inefficient,28008,31386,89.23723953355
169,0,6d834fb8,idle,inefficient,92,31386,0.2931243229465367
170,0,6d834fb8,idle,slightly inefficient,53,31386,0.1688650990887657
171,0,6d834fb8,low,slightly inefficient,1928,31386,6.142866246096986
172,0,6d834fb8,medium,efficient,340,31386,1.0832855413241573
173,0,6d834fb8,medium,slightly inefficient,671,31386,2.1378958771426753
174,0,764b2e98,extreme,efficient,7241,12677,57.11919223791118
175,0,764b2e98,high,efficient,2791,12677,22.01624990139623
176,0,764b2e98,high,slightly inefficient,5,12677,0.03944150824327522
177,0,764b2e98,low,slightly inefficient,2,12677,0.01577660329731009
178,0,764b2e98,medium,efficient,425,12677,3.352528200678394
179,0,764b2e98,medium,slightly inefficient,993,12677,7.833083537114459
180,0,764b2e98,very_high,efficient,1220,12677,9.623728011359155
181,0,788b0a71,idle, extremely inefficient,3013,39843,7.562181562633335
182,0,788b0a71,idle,inefficient,24546,39843,61.60680671636172
183,0,788b0a71,idle,slightly inefficient,4101,39843,10.29289963105188
184,0,788b0a71,low,slightly inefficient,8183,39843,20.538112089953064
185,0,7c7d255d,idle, extremely inefficient,39827,39838,99.972388172097
186,0,7c7d255d,idle,inefficient,11,39838,0.027611827903007178
187,0,7da5db71,idle, extremely inefficient,90840,199185,45.605843813540176
188,0,7da5db71,idle,inefficient,570,199185,0.28616612696739213
189,0,7da5db71,idle,slightly inefficient,97965,199185,49.18292040063258
190,0,7da5db71,low,slightly inefficient,9810,199185,4.925069658859854
191,0,7f4f3762,idle, extremely inefficient,233282,233689,99.8258369028923
192,0,7f4f3762,idle,inefficient,407,233689,0.17416309710769443
193,0,82415d68,idle, extremely inefficient,404461,462988,87.35885163330367
194,0,82415d68,idle,inefficient,58527,462988,12.641148366696328
195,0,85c6cd05,idle, extremely inefficient,145444,517933,28.08162445721744
196,0,85c6cd05,idle,inefficient,8541,517933,1.6490549935995584
197,0,85c6cd05,idle,slightly inefficient,182273,517933,35.19238974925328
198,0,85c6cd05,low,slightly inefficient,181675,517933,35.07693079992972
199,0,85ebbabd,idle, extremely inefficient,154672,316011,48.945131656809416
200,0,85ebbabd,idle,inefficient,1345,316011,0.4256180955726225
201,0,85ebbabd,idle,slightly inefficient,107907,316011,34.1465961627918
202,0,85ebbabd,low,slightly inefficient,40055,316011,12.675191686365347
203,0,85ebbabd,medium,slightly inefficient,12032,316011,3.8074623984608134
204,0,8621bb59,idle, extremely inefficient,39825,39834,99.9774062358789
205,0,8621bb59,idle,inefficient,9,39834,0.022593764121102578
