cpu_cat,extreme,high,idle,low,medium,very_high,extreme,high,idle,low,medium,very_high,extreme,high,idle,low,medium,very_high,extreme,high,idle,low,medium,very_high
0065ef1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
05c5ef00,47.67,31.98,0.0,0.0,0.32,18.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0861be67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
111896c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1125a01c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
13a6f4c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43,0.0,0.0,0.0,0.0,0.0,1.11,0.04,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0
1d247e53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
1e64c783,0.0,0.0,0.0,0.0,0.0,0.0,36.04,0.0,63.15,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
22655375,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,98.06,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
25fe225b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.06,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0
28e8b849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
2eea5215,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2fded806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.25,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,65.51,0.0,0.0,0.0
366801,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391ea34d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0
3d7960e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78,0.0,0.0,0.0
417242bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
43e593b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86,0.0,0.0,0.0,0.0,0.0,37.56,1.34,0.22,0.0,0.0,0.0,15.02,0.0,0.0,0.0
46de937b,40.63,56.96,0.0,0.0,0.15,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4786760b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
497660f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49964896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51244a6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.96,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0
5433c3e6,33.79,27.07,0.0,0.0,1.11,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54c3811d,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58512373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,86.1,0.0,0.0,0.0
5d7db037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0
5e87c22e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0
6a1acc69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.18,0.0,0.0,0.0,0.0,0.0,1.38,0.32,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0
6bb5c698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79,0.0,0.0,0.0,0.0,0.0,0.27,1.48,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
6d834fb8,3.9,12.41,0.0,0.0,0.36,0.34,12.27,0.0,68.06,0.0,0.0,0.0,0.0,0.0,0.02,1.52,1.06,0.0,0.0,0.0,0.05,0.0,0.0,0.0
764b2e98,71.92,2.39,0.0,0.0,1.09,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788b0a71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0
7c7d255d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
7da5db71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88,0.0,0.0,0.0,0.0,0.0,0.62,1.72,3.63,0.0,0.0,0.0,0.14,0.0,0.0,0.0
7f4f3762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
82415d68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0
85c6cd05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.33,64.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85ebbabd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.01,1.12,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8621bb59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
88b02143,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
8bab4dff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.69,0.0,0.0,0.0,0.0,0.0,0.06,0.01,4.87,0.0,0.0,0.0,1.36,0.0,0.0,0.0
8d2843f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98811351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.83,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0
a22bdd7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
a26788f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,1.22,0.52,0.0,0.0,0.0,0.0,95.3,0.0,0.0,0.0
a4ec376f,0.0,0.27,0.0,0.0,1.51,0.0,16.96,0.43,23.13,0.0,1.88,0.01,0.0,0.0,0.27,52.15,3.13,0.0,0.0,0.0,0.26,0.0,0.0,0.0
a57bfdd7,0.0,0.32,0.0,0.0,0.94,0.01,13.28,0.09,71.49,0.0,0.2,0.0,0.0,0.0,0.08,3.19,1.63,0.0,0.0,0.0,8.77,0.0,0.0,0.0
b1b36b26,0.0,0.0,0.0,0.0,0.0,0.0,12.26,0.0,87.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
b6002837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0
b88cae4d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
bb37a269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0
cbf4a974,74.91,2.39,0.0,0.0,0.39,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce52f982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.83,0.27,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0
d424b38d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
d7ea95c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
de50c1fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
e2b6ed0e,0.0,0.0,0.0,0.0,0.0,0.0,41.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58,0.01,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0
e41df102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,89.81,0.0,0.0,0.0
e4362c19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,95.12,0.0,0.0,0.0
e998d442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
ea7f6999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
fd5a1b56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0.0,0.0
