node,vm_id,user_id,project_id,vcpus
0d4840c3,,,,
21e01022,,,,
21e01022,88a350ca,0fb4c56f,43d3e415,48.0
2d2d0311,,,,
2d2d0311,948abc0d,0fb4c56f,43d3e415,48.0
2d2d0311,525a763f,0fb4c56f,43d3e415,48.0
2d2d0311,21a081d3,0fb4c56f,43d3e415,48.0
2d2d0311,5df80d0d,0fb4c56f,43d3e415,48.0
2d2d0311,91bd6bf0,0fb4c56f,43d3e415,48.0
3eb76848,,,,
3eb76848,3e322f7f,0fb4c56f,43d3e415,48.0
3eb76848,77e1ea17,0fb4c56f,43d3e415,48.0
3eb76848,8269929d,0fb4c56f,43d3e415,48.0
3eb76848,7d2d6951,0fb4c56f,43d3e415,48.0
3eb76848,8b478590,0fb4c56f,43d3e415,48.0
4a4cffb4,,,,
4a4cffb4,e24a8cfd,0fb4c56f,43d3e415,48.0
4a4cffb4,6b9ed740,0fb4c56f,43d3e415,48.0
4a4cffb4,e30a4fd0,0fb4c56f,43d3e415,48.0
4a4cffb4,baecba91,0fb4c56f,43d3e415,48.0
4a4cffb4,5ac64853,0fb4c56f,43d3e415,48.0
4a4cffb4,6007ec08,0fb4c56f,43d3e415,48.0
54f5286d,,,,
54f5286d,465cef03,0fb4c56f,43d3e415,48.0
5c5e400b,,,,
5c5e400b,4f0a017d,0fb4c56f,43d3e415,48.0
5c5e400b,0fb2a297,0fb4c56f,43d3e415,48.0
5c5e400b,c453d31c,0fb4c56f,43d3e415,48.0
5c5e400b,656c7df4,0fb4c56f,43d3e415,48.0
5c5e400b,8dc71ca7,0fb4c56f,43d3e415,48.0
5c5e400b,1fa13d91,0fb4c56f,43d3e415,48.0
5c5e400b,50eeff65,0fb4c56f,43d3e415,48.0
5c5e400b,9e40a0c7,0fb4c56f,43d3e415,48.0
77d57e28,,,,
77d57e28,a24e9939,0fb4c56f,43d3e415,48.0
77d57e28,5cac3077,0fb4c56f,43d3e415,48.0
77d57e28,eee1c607,0fb4c56f,43d3e415,48.0
77d57e28,104d52ad,0fb4c56f,43d3e415,48.0
79b5307d,,,,
79b5307d,15497bd1,0fb4c56f,43d3e415,48.0
79b5307d,8700ab74,0fb4c56f,43d3e415,48.0
79b5307d,9df97fd5,0fb4c56f,43d3e415,48.0
79b5307d,dea2045d,0fb4c56f,43d3e415,48.0
79b5307d,ce40493c,0fb4c56f,43d3e415,48.0
a2f271b4,,,,
a2f271b4,9.679e+260,,,
a2f271b4,9.679e+260,,,
a2f271b4,e3c4aae2,0fb4c56f,43d3e415,48.0
a2f271b4,1e2ab024,0fb4c56f,43d3e415,48.0
a2f271b4,7202be74,0fb4c56f,43d3e415,48.0
a2f271b4,9d66baf0,0fb4c56f,43d3e415,48.0
a2f271b4,0acad6c3,0fb4c56f,43d3e415,48.0
a2f271b4,ce4f9d13,0fb4c56f,43d3e415,48.0
b654db47,,,,
b654db47,e80b91dd,0fb4c56f,43d3e415,48.0
b654db47,00715a2b,0fb4c56f,43d3e415,48.0
b654db47,1fe8fcc0,0fb4c56f,43d3e415,48.0
cfc400f1,,,,
cfc400f1,fafca9db,0fb4c56f,43d3e415,48.0
cfc400f1,195d7c68,0fb4c56f,43d3e415,48.0
cfc400f1,27324815,0fb4c56f,43d3e415,48.0
cfc400f1,27324815.0,,,
