node,min,q1,median,q3,max,lower_whisker,upper_whisker,count
3176c89e,98.0,98.0,98.0,100.33,168.0,98.0,103.82499999999999,135527.0
4791e4fe,84.0,98.0,98.0,98.0,149.33,98.0,98.0,55845.0
6ff55332,98.0,98.0,98.0,102.67,205.33,98.0,109.67500000000001,135521.0
7e99a5c6,84.0,98.0,98.0,102.67,322.0,90.995,109.67500000000001,95681.0
7f384201,98.0,98.0,98.0,102.67,298.67,98.0,109.67500000000001,175356.0
a2ff297e,98.0,112.0,114.33,168.0,322.0,98.0,252.0,175359.0
b022aa11,84.0,91.0,95.67,98.0,154.0,84.0,108.5,55845.0
c2736b43,84.0,84.0,86.33,91.0,270.67,84.0,101.5,95680.0
