node_name,cluster,mean_power,sum_power,count_power,mean_cpu,sum_cpu,count_cpu
43e593b3,1,,0.0,15647,,0.0,15647
43e593b3,2,409.64070736736863,6555480.24,16003,1.179550709242017,18876.35,16003
46de937b,0,463.28500756670644,17449629.81,37665,10.847090402230187,408555.66,37665
46de937b,1,780.537812041116,6910101.25,8853,70.1608584660567,621134.08,8853
46de937b,2,411.38431221868484,3747299.7,11562,0.9844212009538262,9082.27,11562
4786760b,0,429.7270345364189,17121184.51,39842,5.87890191255459,234227.21,39842
4786760b,1,,0.0,2237,,0.0,2237
4786760b,2,399.55288106993316,6393245.65,16001,0.015987750765577152,255.82000000000002,16001
497660f4,0,769.5905266604303,8226922.73,10690,69.96065107577175,747879.36,10690
497660f4,1,436.87484829812206,14888694.83,36424,2.9584894843069005,101141.88,36424
497660f4,2,769.4597601677914,8437895.73,10966,84.23849808498997,923759.37,10966
49964896,0,424.64827679052235,788571.85,1857,2.021809369951535,3754.5,1857
49964896,1,415.7999427816901,1889394.94,4544,0.7262191901408451,3299.94,4544
49964896,2,431.3763303130148,1047381.73,2428,2.259312191103789,5485.61,2428
51244a6f,0,418.03513618677044,49957288.95,119505,0.1350262332119995,16136.31,119505
51244a6f,1,,0.0,6707,,0.0,6707
51244a6f,2,416.20927348825586,6662678.05,16008,0.0867528735632184,1388.74,16008
5433c3e6,0,746.675694694773,9528328.54,12761,65.00010500744456,829466.34,12761
5433c3e6,1,429.5096177708841,11630261.43,29315,4.6768221434374775,126638.99,29315
5433c3e6,2,553.6079667583105,8859941.9,16004,28.30479067733067,452989.87,16004
54c3811d,0,,0.0,3288,40.360052910052914,7628.05,3288
54c3811d,1,428.187680282135,16269419.1,37996,3.4452668701968627,130906.36,37996
54c3811d,2,412.65223267444634,6930906.9,16796,1.0882384532760474,18236.7,16796
58512373,0,405.8757801950487,3246194.4899999998,7998,0.10875843960990247,869.85,7998
58512373,1,409.66672606268787,1908227.61,4658,0.13039716616573638,607.39,4658
58512373,2,410.65162041181736,1376093.58,3351,0.27772605192479854,930.66,3351
5d7db037,0,412.9373481654986,111770990.84,270673,0.15916345553490743,43081.25,270673
5d7db037,1,,0.0,15647,,0.0,15647
5d7db037,2,412.8655276476101,6607912.77,16005,0.21955951265229617,3514.05,16005
5e87c22e,0,406.46304797529683,113334498.13,278831,0.20459342756006327,57046.99,278831
5e87c22e,1,,0.0,15647,,0.0,15647
5e87c22e,2,403.7580599625234,6464166.54,16010,0.21202998126171144,3394.6,16010
6a1acc69,0,410.13141149598283,107912956.73,263118,0.1675052257922301,44073.64,263118
6a1acc69,1,,0.0,13412,,0.0,13412
6a1acc69,2,409.7329828178694,6557776.39,16005,0.17656107466416746,2825.86,16005
6bb5c698,0,409.062435363221,81481146.5,199190,0.3508429138008936,69884.4,199190
6bb5c698,1,,0.0,11177,,0.0,11177
6bb5c698,2,408.0259518900344,6530455.36,16005,0.3029703217744455,4849.04,16005
6d834fb8,0,414.87464981926155,12854476.15,30984,1.6755799767621997,51916.17,30984
6d834fb8,1,781.2747431990067,6921312.95,8859,74.2302043119991,657605.38,8859
6d834fb8,2,480.666895625,7690670.33,18237,12.25789,196126.24,18237
764b2e98,0,774.8402082847596,9969868.96,12867,75.34145877049818,969418.55,12867
764b2e98,1,429.8138855723238,11591650.68,29206,3.375145908265045,91024.31,29206
764b2e98,2,533.3164977822203,8536797.18,16007,26.87991753607797,430266.84,16007
788b0a71,0,421.0932974424617,16777620.25,39843,1.9452890093617448,77506.15,39843
788b0a71,1,407.034424375,6512550.79,16000,0.084859375,1357.75,16000
788b0a71,2,,0.0,2237,,0.0,2237
7c7d255d,0,411.5659418143481,16395963.99,39838,0.04822732064862694,1921.28,39838
7c7d255d,1,410.6765098406748,6572877.54,16005,0.01639487660106217,262.40000000000003,16005
7c7d255d,2,,0.0,2237,,0.0,2237
7da5db71,0,420.44009187438814,83745359.7,199185,2.1657978763461103,431394.45,199185
7da5db71,1,,0.0,11177,,0.0,11177
7da5db71,2,410.87799137823316,6576513.13,16006,1.145935274272148,18341.84,16006
7f4f3762,0,400.06175044610575,93490030.4,233689,0.09725755170333221,22728.02,233689
7f4f3762,1,,0.0,13412,,0.0,13412
7f4f3762,2,397.7679863758515,6364685.55,16001,0.06416848946940816,1026.76,16001
82415d68,0,426.2591943635688,197352891.88,462988,0.36942462871607906,171039.17,462988
82415d68,1,,0.0,24587,,0.0,24587
82415d68,2,422.56381740923575,6762288.77,16003,0.277766043866775,4445.09,16003
85c6cd05,0,438.55553726061095,227142385.08,517933,3.5377560804196686,1832320.62,517933
85c6cd05,1,,0.0,29057,,0.0,29057
85c6cd05,2,450.05233220847396,7201737.42,16002,5.145983002124734,82346.02,16002
85ebbabd,0,434.60694156216084,137340574.21,316011,3.2485903338807827,1026590.28,316011
85ebbabd,1,,0.0,17882,,0.0,17882
85ebbabd,2,451.9807522649172,7233951.94,16005,5.178374882849109,82879.89,16005
8621bb59,0,418.7501375709193,16680492.98,39834,0.049713561279309135,1980.29,39834
8621bb59,1,417.41258979324135,6682358.15,16009,0.017167218439627707,274.83,16009
8621bb59,2,,0.0,2237,,0.0,2237
88b02143,0,450.62711457963815,19054767.54,42285,5.736512238382406,242568.42,42285
88b02143,1,785.7183713402972,5340527.77,6797,78.83093570692952,535813.87,6797
88b02143,2,418.1984584689699,3982503.92,12216,0.8291139240506329,7925.5,12216
8bab4dff,0,414.47319076959104,130973113.81,315999,0.8882686654071691,280692.01,315999
8bab4dff,1,,0.0,17882,,0.0,17882
8bab4dff,2,417.37655838070845,6680946.57,16007,1.2481864184419318,19979.72,16007
8d2843f5,0,450.33221901684504,218388159.28,484949,5.29793122575776,2569226.45,484949
8d2843f5,1,,0.0,26822,,0.0,26822
8d2843f5,2,465.1901218521527,7444437.52,16003,7.958435918265326,127358.85,16003
98811351,0,409.91905495465966,3751989.11,9154,0.23502021195236533,2151.14,9154
98811351,1,410.6351922295925,6066724.33,14774,0.25615879247326384,3784.4900000000002,14774
98811351,2,427.8401567278288,1119229.85,2616,2.359698012232416,6172.97,2616
a22bdd7c,0,405.2089030573824,32285424.56,79676,0.08181158692705458,6518.42,79676
a22bdd7c,1,,0.0,4472,,0.0,4472
a22bdd7c,2,402.20100656044985,6437227.11,16005,0.04287347703842549,686.19,16005
a26788f6,0,403.40964259979324,115887084.62,287269,0.511805798746123,147025.94,287269
a26788f6,1,,0.0,13412,,0.0,13412
a26788f6,2,402.2582376460299,6438947.61,16007,0.5511838570625351,8822.8,16007
a4ec376f,0,434.5217301659651,16206356.97,37297,1.8917518835295064,70556.67,37297
a4ec376f,1,470.9726630218688,4737984.99,12603,11.063634960447617,114685.64,12603
a4ec376f,2,757.1516662591687,6193500.63,8180,76.31787897310514,624280.25,8180
a57bfdd7,0,424.7364195563649,16792803.82,39537,2.3239406125907376,91881.64,39537
a57bfdd7,1,417.15437329885685,6130500.67,16994,1.7833041709053916,26294.82,16994
a57bfdd7,2,728.4592834086507,1128383.43,1549,41.25996126533247,63911.68,1549
b1b36b26,0,746.4775654341504,3593543.0,4814,60.87268176152888,293041.09,4814
b1b36b26,1,408.9941531037634,14323793.23,35022,0.586912797670036,20554.86,35022
b1b36b26,2,404.4807065658774,6474522.67,18244,0.016738926719560194,267.94,18244
b6002837,0,414.11368362218093,152256349.83,367668,0.4001625107433881,147126.95,367668
b6002837,1,,0.0,20117,,0.0,20117
b6002837,2,409.7393028921232,6559516.5,16009,0.3270491598475857,5235.73,16009
b88cae4d,0,408.69840741949247,16282953.25,39841,0.05064958208880299,2017.93,39841
b88cae4d,1,405.12885201849764,6482871.89,16002,0.017317835270591178,277.12,16002
b88cae4d,2,,0.0,2237,,0.0,2237
bb37a269,0,416.40098714437784,183071526.8,439652,0.13339518528290556,58647.46,439652
bb37a269,1,,0.0,24587,,0.0,24587
bb37a269,2,414.32749359495097,6630482.88,16003,0.02548459663813035,407.83,16003
