,cluster,model,MAE,R2
0,0,RF_PCA,10.492120527132263,0.8089698933196795
1,0,LR_PCA,15.226183707930357,0.6551211891750213
2,1,RF_PCA,20.01707544267707,0.9313864781922234
3,1,LR_PCA,66.7843434290472,0.7197282245314067
4,2,RF_PCA,9.009854397739984,0.9234162071898999
5,2,LR_PCA,19.447964287285295,0.7322240238197972
