,cluster,model,MAE,R2
0,0,RF_PCA,1.4452228694639138,0.9961742726378721
1,0,LR_PCA,2.7058029763724836,0.991612838878381
2,1,RF_PCA,1.727971369760486,0.9973792958174433
3,1,LR_PCA,3.1380391090726736,0.994859674020046
4,2,RF_PCA,0.07068990561950159,0.9999606493693596
5,2,LR_PCA,0.009592315196195739,0.9999997914403636
