,cluster,model,MAE,R2
0,0,RF_PCA,3.0511796164930174,0.99733923612996
1,0,LR_PCA,5.8286379359557525,0.9912514960194448
2,1,RF_PCA,2.6595921400500213,0.9974091805268614
3,1,LR_PCA,7.196463917824605,0.9858538054284353
4,2,RF_PCA,2.165225981703026,0.1045136203676793
5,2,LR_PCA,2.1805570749257646,0.0945857690259202
