node_name,0,1,2
3176c89e,119523.0,6705.0,16004.0
4791e4fe,39841.0,2235.0,16004.0
6ff55332,119514.0,6705.0,16007.0
7e99a5c6,79672.0,4470.0,16009.0
7f384201,159348.0,8940.0,16008.0
a2ff297e,127208.0,48151.0,8940.0
b022aa11,39839.0,2235.0,16006.0
c2736b43,79670.0,4470.0,16010.0
Total,764615.0,83911.0,120988.0
Percentage,78.87,8.65,12.48
